Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearsAtCompany_Safe,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerCluster,PromotionGapScore,RetentionOpportunityIndex,RetentionPriority,PCA1,PCA2
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,9.0,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.0,0,High,0.3555555555555555,Medium Priority,0.6247159124078743,-1.323136037236308
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,5.0,0.0,0.8,0.8,0.6,1,High,0.13999999999999996,Low Priority,-1.0519411071544487,0.9114201402464202
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,14.0,0.5,0.5714285714285714,0.14285714285714285,0.5714285714285714,2,Medium,0.4,Medium Priority,2.493461380340206,-0.36813938596132556
55,0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,9.0,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.2222222222222222,2,High,0.45555555555555555,Medium Priority,2.0570542532232183,-1.4970904975279957
43,0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,1.0,0.0,0.0,5.0,0.0,4,Low,-1.0,Low Priority,-1.997314500644598,-2.71819422628063
20,1,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,2.0,0.0,1.0,1.5,1.0,1,High,0.09999999999999995,Low Priority,-1.3065495908832654,1.8114149312292882
21,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,1.0,1.0,0.0,6.0,0.0,4,High,-0.8000000000000002,Low Priority,-2.586581686417499,-0.21848444969871253
46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,16.0,0.0625,0.8125,0.125,0.4375,3,High,0.2875,Low Priority,1.6691270087305485,0.15307209910789502
51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,10.0,0.2,0.0,0.2,0.7,1,Low,0.11,Low Priority,-0.8110462992131218,0.027482813698773385
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,10.0,0.1,0.7,0.2,0.9,3,Medium,0.3,Medium Priority,1.5925328173855926,0.011625191059975991
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,5.0,0.2,0.6,0.4,0.6,1,Medium,0.24,Low Priority,-0.9851513142429543,0.720627883847414
30,0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,6.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,1,Low,0.09999999999999998,Low Priority,-0.985369111621156,-1.1980687769781415
41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,10.0,0.0,0.6,0.3,0.8,3,Medium,0.2,Low Priority,0.13496088539113885,0.8592696869681415
38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,19.0,0.05263157894736842,0.47368421052631576,0.21052631578947367,0.47368421052631576,3,Low,0.16842105263157897,Low Priority,2.026925283177848,-1.1803653279129516
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,11.0,1.0,0.9090909090909091,0.5454545454545454,0.09090909090909091,0,High,0.5727272727272726,Medium Priority,2.436883666456152,-0.2341137156037315
27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-1.1855637985330156,0.9535653095980245
55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-0.178765112406435,-0.39850913667065196
28,0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,8.0,0.125,0.875,0.5,0.875,3,High,0.3,Medium Priority,0.6917782131739333,1.1069811725338778
44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,20.0,0.15,0.3,0.05,0.3,2,Low,0.16999999999999998,Low Priority,1.5940786583000217,-1.8474439193501317
33,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.26666666666666666,Low Priority,-0.41368984762433425,-0.019882612945718893
35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,8.0,0.5,0.875,0.25,0.875,3,High,0.5,Medium Priority,1.9260377096526948,0.5429362998980587
33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,13.0,0.23076923076923078,0.5384615384615384,0.3076923076923077,0.6153846153846154,3,Medium,0.25384615384615383,Low Priority,1.1355182682689984,0.1758167092561554
28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,4.0,0.5,0.5,1.25,0.5,1,Medium,0.14999999999999997,Low Priority,-1.2724689040071224,0.8357911360830879
34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,6.0,0.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,1,Low,0.1333333333333333,Low Priority,-0.7049255483239742,-0.5029216085103907
37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,1.0,0.0,0.0,5.0,0.0,4,Low,-1.0,Low Priority,-2.5625092715377704,-1.9578709939582033
25,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,7.0,0.7142857142857143,1.0,0.42857142857142855,0.8571428571428571,0,High,0.5857142857142857,Medium Priority,1.0540519035664548,2.2083897254579696
26,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,1.0,0.0,1.0,0.0,0.0,1,High,0.3,Medium Priority,-2.259609940177454,0.466053225780928
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,2.0,1.0,1.0,0.0,1.0,0,High,0.7999999999999999,High Priority,-0.4918347464529049,2.7918921180331573
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,22.0,0.5909090909090909,0.2727272727272727,0.13636363636363635,0.3181818181818182,2,Medium,0.3227272727272727,Medium Priority,3.9677660123640526,-2.512070425324735
28,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.0268263701275346,-1.0732382100847784
50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,0.1,0.0,0.0,40.0,0.0,4,Low,-8.0,Low Priority,-3.9341410637942165,-3.2064368981246103
33,0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,3.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.06666666666666664,Low Priority,-1.1966648964430373,0.30268638690719457
34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0.1,0.0,0.0,20.0,0.0,4,Low,-4.0,Low Priority,-3.6724128218934644,-1.8279846294903515
48,0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,5.0,0.4,0.8,0.6,0.2,1,High,0.30000000000000004,Medium Priority,0.7329149417520071,-1.725789779824669
45,0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,15.0,0.26666666666666666,0.6666666666666666,0.13333333333333333,0.8,3,Medium,0.36,Medium Priority,2.4697251877350923,0.618556225382771
52,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,8.0,0.5,0.75,0.5,0.0,1,High,0.32499999999999996,Medium Priority,0.46401546043572617,-1.0697358120188858
38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,8.0,0.25,0.875,0.25,0.875,3,High,0.4000000000000001,Medium Priority,1.5102547943267113,0.38536065028354544
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,7.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,1.0,3,Medium,0.34285714285714286,Medium Priority,0.026240073965728864,1.5694219553121749
28,0,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,9.0,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,3,High,0.2888888888888889,Low Priority,1.1997866038153266,0.04942119227051924
46,0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,12.0,0.3333333333333333,0.75,0.25,0.75,2,High,0.3833333333333333,Medium Priority,3.234464163458657,-1.111515355008919
38,0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-2.1267440191631906,-2.2797566771835243
43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,8.0,0.0,0.875,0.125,0.125,1,High,0.25,Low Priority,0.16066176745251706,-1.1724397024796425
39,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,18.0,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.2777777777777778,2,High,0.3444444444444445,Medium Priority,3.043089406584636,-1.7956991526554762
40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,20.0,0.2,0.35,0.1,0.45,2,Low,0.21,Low Priority,3.5014415626717983,-3.0595895104925606
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,2.0,1.0,1.0,3.0,1.0,0,High,0.19999999999999987,Low Priority,-0.6085197759022207,2.6891430458967043
39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,5.0,0.0,0.8,0.4,0.6,1,High,0.21999999999999997,Low Priority,-0.49095753342350484,0.19176102935008404
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,11.0,0.0,0.8181818181818182,0.0,0.8181818181818182,3,High,0.32727272727272727,Medium Priority,1.3980002238517775,0.45754534718322953
31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,2.0,1.0,1.0,2.0,1.0,0,High,0.3999999999999999,Medium Priority,-0.5269382320208876,2.665170344940883
28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,5.0,0.0,0.6,0.4,0.8,1,Medium,0.18,Low Priority,-1.0223360236887395,0.8973150336657382
35,0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,5.0,0.0,0.4,0.6,0.4,1,Low,0.04000000000000001,Low Priority,-1.321186067124935,-0.5463528012247286
49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,9.0,0.2222222222222222,0.8888888888888888,0.3333333333333333,0.3333333333333333,3,High,0.32222222222222224,Medium Priority,1.4870469178184555,-1.238808258067138
34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,3.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.06666666666666664,Low Priority,-1.2146065802921884,0.32715798590513917
29,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,7.0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.14285714285714285,1,Medium,0.22857142857142856,Low Priority,-1.1233999506666605,0.20526624727151474
42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-2.657066133191905,-1.6542987061744634
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,10.0,0.1,0.7,0.2,0.2,1,Medium,0.22999999999999998,Low Priority,-0.1609565012347678,-0.3558358249329374
38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,7.0,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.0,0,High,0.48571428571428577,Medium Priority,-0.39456426099312986,0.7843005613689389
28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,3.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,Low,0.033333333333333326,Low Priority,-1.8982038382166386,0.35908420200987007
18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,0.1,0.0,0.0,0.0,0.0,4,Low,0.0,Low Priority,-3.074262952603585,-0.8978199628329808
33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,5.0,0.0,0.4,0.6,0.6,1,Low,0.06,Low Priority,-0.8705492761414377,-0.5490815538702062
41,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,1.0,0.0,0.0,4.0,0.0,4,Low,-0.8,Low Priority,-2.949077331261452,-1.353885431149254
31,1,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,2.0,1.0,1.0,2.5,1.0,0,High,0.29999999999999993,Low Priority,-0.5557567651105407,2.660827134005667
37,0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,6.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,1,Low,0.15,Low Priority,-0.8568525129393713,-0.4180673373819359
27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,4.0,0.5,0.5,0.0,0.5,1,Medium,0.39999999999999997,Medium Priority,-1.2084596452748955,0.8576113481023632
34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,6.0,0.16666666666666666,0.8333333333333334,0.5,0.5,1,High,0.26666666666666666,Low Priority,-0.21999926639781248,0.3366147245523576
35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,5.0,0.2,0.8,0.4,0.8,1,High,0.32,Medium Priority,-0.4926018378707294,1.281295955884594
29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,11.0,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.9090909090909091,3,Medium,0.36363636363636365,Medium Priority,2.134400431065329,0.35469027335840264
40,0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,18.0,0.1111111111111111,0.3888888888888889,0.16666666666666666,0.7222222222222222,2,Low,0.2,Low Priority,2.7415607549333663,-1.2595702223275613
42,1,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,21.0,0.6190476190476191,0.42857142857142855,0.09523809523809523,0.6666666666666666,2,High,0.4238095238095238,Medium Priority,5.100666956530443,-1.2258320767274902
42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,6.0,0.16666666666666666,0.6666666666666666,0.5,0.8333333333333334,1,Medium,0.25,Low Priority,-0.044561127527318806,0.6290277560585612
35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,8.0,0.125,0.0,0.25,0.875,1,Low,0.08750000000000001,Low Priority,-1.0113773556010592,0.2723711454507551
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,4.0,0.25,0.75,0.5,0.5,1,High,0.27499999999999997,Low Priority,-1.1374834632448747,0.8812731721583218
28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1.0,0.0,1.0,4.0,0.0,1,High,-0.5,Low Priority,-2.3843756376651126,0.2870251739470067
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,8.0,0.0,0.875,0.25,0.875,3,High,0.30000000000000004,Medium Priority,0.27956250303774355,1.3181316018927773
30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,10.0,0.1,0.3,0.3,0.4,1,Low,0.11000000000000001,Low Priority,-0.41292376488644467,-0.8225597841424893
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,1.0,0.0,1.0,3.0,0.0,1,High,-0.3000000000000001,Low Priority,-1.9322232391427354,-0.23181304232007985
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,7.0,0.8571428571428571,1.0,0.2857142857142857,0.5714285714285714,0,High,0.6428571428571428,High Priority,1.8714160934463224,0.5456925031057862
34,0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,13.0,0.3076923076923077,0.6923076923076923,0.23076923076923078,0.6923076923076923,3,Medium,0.3538461538461538,Medium Priority,1.8290799037137253,0.55188701388289
35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.5211252861047423,2.7445423891957126
43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,4.0,0.25,0.75,0.5,0.75,1,High,0.29999999999999993,Low Priority,-0.46612309223880266,0.6976967656233791
32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-3.0449116945873365,-1.1358713167350658
56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,5.0,0.8,0.4,0.4,0.4,2,High,0.4,Medium Priority,1.440167486675711,-2.3197234572680867
29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,10.0,0.0,0.8,0.5,0.8,3,High,0.22,Low Priority,0.46091714639499315,1.1907050047537182
19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,1.0,0.0,1.0,4.0,0.0,1,High,-0.5,Low Priority,-2.381907822414486,0.28365919192870204
45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,3.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-1.4652960033704205,0.687611168156247
37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,14.0,0.21428571428571427,0.5714285714285714,0.14285714285714285,0.7857142857142857,3,Medium,0.3071428571428571,Medium Priority,1.910358041642138,0.3104190613574234
